,Weight
6924,60kg
6925,75kg
6926,78kg
6927,83kg
6928,78kg
6929,72kg
6930,72kg
6931,72kg
6932,80kg
6933,77kg
6934,79kg
6935,74kg
6936,74kg
6937,63kg
6938,80kg
6939,95kg
6940,80kg
6941,82kg
6942,76kg
6943,79kg
6944,83kg
6945,80kg
6946,78kg
6947,76kg
6948,93kg
6949,76kg
6950,72kg
6951,84kg
6952,70kg
6953,78kg
6954,74kg
6955,71kg
6956,78kg
6957,88kg
6958,78kg
6959,79kg
6960,88kg
6961,83kg
6962,74kg
6963,72kg
6964,78kg
6965,73kg
6966,80kg
6967,83kg
6968,72kg
6969,68kg
6970,71kg
6971,78kg
6972,70kg
6973,69kg
6974,79kg
6975,76kg
6976,79kg
6977,75kg
6978,90kg
6979,69kg
6980,77kg
6981,70kg
6982,73kg
6983,60kg
6984,77kg
6985,77kg
6986,70kg
6987,70kg
6988,75kg
6989,65kg
6990,74kg
6991,65kg
6992,69kg
6993,77kg
6994,75kg
6995,73kg
6996,78kg
6997,71kg
6998,76kg
6999,69kg
7000,68kg
7001,86kg
7002,75kg
7003,79kg
7004,70kg
7005,78kg
7006,86kg
7007,73kg
7008,72kg
7009,70kg
7010,88kg
7011,72kg
7012,75kg
7013,75kg
7014,75kg
7015,80kg
7016,71kg
7017,64kg
7018,80kg
7019,75kg
7020,81kg
7021,70kg
7022,75kg
7023,77kg
7024,80kg
7025,72kg
7026,76kg
7027,86kg
7028,70kg
7029,85kg
7030,76kg
7031,79kg
7032,72kg
7033,78kg
7034,63kg
7035,82kg
7036,78kg
7037,80kg
7038,80kg
7039,70kg
7040,82kg
7041,76kg
7042,74kg
7043,71kg
7044,83kg
7045,83kg
7046,71kg
7047,64kg
7048,75kg
7049,80kg
7050,67kg
7051,89kg
7052,75kg
7053,82kg
7054,69kg
7055,73kg
7056,73kg
7057,77kg
7058,69kg
7059,90kg
7060,82kg
7061,60kg
7062,77kg
7063,78kg
7064,71kg
7065,70kg
7066,82kg
7067,79kg
7068,69kg
7069,67kg
7070,85kg
7071,65kg
7072,70kg
7073,63kg
7074,73kg
7075,78kg
7076,69kg
7077,73kg
7078,76kg
7079,77kg
7080,71kg
7081,74kg
7082,76kg
7083,75kg
7084,71kg
7085,78kg
7086,86kg
7087,70kg
7088,73kg
7089,73kg
7090,75kg
7091,69kg
7092,79kg
7093,74kg
7094,77kg
7095,78kg
7096,68kg
7097,84kg
7098,81kg
7099,76kg
7100,66kg
7101,74kg
7102,72kg
7103,80kg
7104,77kg
7105,92kg
7106,73kg
7107,77kg
7108,80kg
7109,76kg
7110,84kg
7111,70kg
7112,65kg
7113,72kg
7114,82kg
7115,83kg
7116,68kg
7117,65kg
7118,74kg
7119,72kg
7120,86kg
7121,77kg
7122,72kg
7123,72kg
7124,80kg
7125,76kg
7126,68kg
7127,64kg
7128,86kg
7129,86kg
7130,78kg
7131,78kg
7132,68kg
7133,76kg
7134,78kg
7135,77kg
7136,63kg
7137,76kg
7138,72kg
7139,70kg
7140,70kg
7141,70kg
7142,86kg
7143,70kg
7144,74kg
7145,80kg
7146,89kg
7147,59kg
7148,70kg
7149,65kg
7150,84kg
7151,84kg
7152,89kg
7153,74kg
7154,71kg
7155,81kg
7156,85kg
7157,80kg
7158,70kg
7159,66kg
7160,85kg
7161,76kg
7162,74kg
7163,75kg
7164,66kg
7165,70kg
7166,81kg
7167,74kg
7168,67kg
7169,80kg
7170,85kg
7171,94kg
7172,75kg
7173,73kg
7174,85kg
7175,78kg
7176,78kg
7177,92kg
7178,76kg
7179,78kg
7180,83kg
7181,73kg
7182,68kg
7183,75kg
7184,78kg
7185,74kg
7186,83kg
7187,69kg
7188,76kg
7189,87kg
7190,69kg
7191,69kg
7192,77kg
7193,79kg
7194,83kg
7195,70kg
7196,74kg
7197,92kg
7198,73kg
7199,80kg
7200,74kg
7201,80kg
7202,75kg
7203,69kg
7204,76kg
7205,77kg
7206,78kg
7207,68kg
7208,72kg
7209,74kg
7210,78kg
7211,67kg
7212,70kg
7213,76kg
7214,81kg
7215,86kg
7216,79kg
7217,72kg
7218,63kg
7219,85kg
7220,68kg
7221,72kg
7222,83kg
7223,60kg
7224,82kg
7225,74kg
7226,69kg
7227,63kg
7228,75kg
7229,82kg
7230,83kg
7231,71kg
7232,64kg
7233,65kg
7234,70kg
7235,72kg
7236,87kg
7237,78kg
7238,68kg
7239,80kg
7240,65kg
7241,80kg
7242,80kg
7243,84kg
7244,78kg
7245,81kg
7246,76kg
7247,74kg
7248,81kg
7249,70kg
7250,78kg
7251,63kg
7252,68kg
7253,73kg
7254,68kg
7255,88kg
7256,65kg
7257,80kg
7258,74kg
7259,74kg
7260,78kg
7261,72kg
7262,72kg
7263,73kg
7264,74kg
7265,80kg
7266,73kg
7267,70kg
7268,78kg
7269,70kg
7270,74kg
7271,72kg
7272,77kg
7273,75kg
7274,76kg
7275,65kg
7276,73kg
7277,70kg
7278,74kg
7279,74kg
7280,93kg
7281,80kg
7282,75kg
7283,85kg
7284,82kg
7285,74kg
7286,69kg
7287,73kg
7288,70kg
7289,71kg
7290,84kg
7291,73kg
7292,70kg
7293,70kg
7294,69kg
7295,87kg
7296,81kg
7297,74kg
7298,69kg
7299,76kg
7300,70kg
7301,78kg
7302,75kg
7303,72kg
7304,82kg
7305,72kg
7306,76kg
7307,75kg
7308,70kg
7309,77kg
7310,76kg
7311,74kg
7312,80kg
7313,67kg
7314,67kg
7315,78kg
7316,78kg
7317,76kg
7318,65kg
7319,80kg
7320,70kg
7321,53kg
7322,69kg
7323,73kg
7324,78kg
7325,75kg
7326,67kg
7327,72kg
7328,68kg
7329,73kg
7330,80kg
7331,82kg
7332,70kg
7333,79kg
7334,73kg
7335,80kg
7336,77kg
7337,89kg
7338,82kg
7339,85kg
7340,90kg
7341,85kg
7342,73kg
7343,69kg
7344,69kg
7345,80kg
7346,60kg
7347,76kg
7348,78kg
7349,70kg
7350,84kg
7351,75kg
7352,69kg
7353,70kg
7354,74kg
7355,87kg
7356,80kg
7357,74kg
7358,86kg
7359,63kg
7360,83kg
7361,70kg
7362,72kg
7363,70kg
7364,76kg
7365,77kg
7366,80kg
7367,81kg
7368,79kg
7369,73kg
7370,75kg
7371,76kg
7372,64kg
7373,73kg
7374,77kg
7375,78kg
7376,73kg
7377,78kg
7378,76kg
7379,81kg
7380,90kg
7381,74kg
7382,78kg
7383,90kg
7384,63kg
7385,79kg
7386,74kg
7387,91kg
7388,95kg
7389,68kg
7390,84kg
7391,76kg
7392,68kg
7393,76kg
7394,69kg
7395,69kg
7396,73kg
7397,71kg
7398,72kg
7399,78kg
7400,84kg
7401,81kg
7402,96kg
7403,70kg
7404,73kg
7405,74kg
7406,73kg
7407,74kg
7408,75kg
7409,69kg
7410,76kg
7411,70kg
7412,84kg
7413,68kg
7414,60kg
7415,77kg
7416,75kg
7417,77kg
7418,68kg
7419,76kg
7420,60kg
7421,77kg
7422,83kg
7423,79kg
7424,73kg
7425,72kg
7426,64kg
7427,75kg
7428,75kg
7429,70kg
7430,70kg
7431,76kg
7432,65kg
7433,84kg
7434,66kg
7435,70kg
7436,68kg
7437,77kg
7438,76kg
7439,69kg
7440,73kg
7441,78kg
7442,71kg
7443,73kg
7444,82kg
7445,85kg
7446,85kg
7447,67kg
7448,77kg
7449,72kg
7450,62kg
7451,79kg
7452,70kg
7453,71kg
7454,72kg
7455,73kg
7456,82kg
7457,74kg
7458,84kg
7459,82kg
7460,67kg
7461,84kg
7462,73kg
7463,78kg
7464,70kg
7465,78kg
7466,78kg
7467,71kg
7468,74kg
7469,68kg
7470,70kg
7471,72kg
7472,85kg
7473,88kg
7474,64kg
7475,80kg
7476,90kg
7477,71kg
7478,65kg
7479,72kg
7480,63kg
7481,65kg
7482,86kg
7483,71kg
7484,72kg
7485,77kg
7486,74kg
7487,75kg
7488,74kg
7489,78kg
7490,78kg
7491,70kg
7492,70kg
7493,82kg
7494,77kg
7495,74kg
7496,75kg
7497,75kg
7498,69kg
7499,75kg
7500,69kg
7501,76kg
7502,70kg
7503,88kg
7504,81kg
7505,73kg
7506,70kg
7507,80kg
7508,72kg
7509,81kg
7510,75kg
7511,72kg
7512,88kg
7513,79kg
7514,73kg
7515,80kg
7516,70kg
7517,73kg
7518,69kg
7519,74kg
7520,83kg
7521,83kg
7522,73kg
7523,58kg
7524,77kg
7525,83kg
7526,86kg
7527,74kg
7528,71kg
7529,75kg
7530,64kg
7531,80kg
7532,68kg
7533,62kg
7534,72kg
7535,74kg
7536,72kg
7537,69kg
7538,69kg
7539,64kg
7540,74kg
7541,67kg
7542,69kg
7543,80kg
7544,76kg
7545,77kg
7546,71kg
7547,82kg
7548,82kg
7549,75kg
7550,73kg
7551,80kg
7552,70kg
7553,75kg
7554,85kg
7555,90kg
7556,79kg
7557,80kg
7558,84kg
7559,75kg
7560,65kg
7561,65kg
7562,88kg
7563,80kg
7564,84kg
7565,70kg
7566,74kg
7567,75kg
7568,73kg
7569,68kg
7570,74kg
7571,69kg
7572,75kg
7573,77kg
7574,79kg
7575,77kg
7576,78kg
7577,70kg
7578,66kg
7579,78kg
7580,90kg
7581,68kg
7582,83kg
7583,89kg
7584,70kg
7585,74kg
7586,76kg
7587,88kg
7588,60kg
7589,84kg
7590,77kg
7591,73kg
7592,80kg
7593,68kg
7594,63kg
7595,69kg
7596,77kg
7597,74kg
7598,79kg
7599,79kg
7600,72kg
7601,78kg
7602,71kg
7603,80kg
7604,79kg
7605,90kg
7606,72kg
7607,76kg
7608,76kg
7609,84kg
7610,80kg
7611,66kg
7612,65kg
7613,61kg
7614,80kg
7615,70kg
7616,86kg
7617,63kg
7618,72kg
7619,83kg
7620,80kg
7621,77kg
7622,77kg
7623,80kg
7624,75kg
7625,69kg
7626,68kg
7627,69kg
7628,80kg
7629,77kg
7630,69kg
7631,80kg
7632,66kg
7633,66kg
7634,82kg
7635,72kg
7636,76kg
7637,70kg
7638,82kg
7639,79kg
7640,72kg
7641,77kg
7642,88kg
7643,84kg
7644,63kg
7645,63kg
7646,80kg
7647,65kg
7648,87kg
7649,61kg
7650,61kg
7651,66kg
7652,85kg
7653,68kg
7654,78kg
7655,86kg
7656,83kg
7657,92kg
7658,80kg
7659,65kg
7660,96kg
7661,73kg
7662,77kg
7663,78kg
7664,67kg
7665,84kg
7666,70kg
7667,78kg
7668,65kg
7669,82kg
7670,86kg
7671,77kg
7672,71kg
7673,87kg
7674,86kg
7675,78kg
7676,76kg
7677,73kg
7678,72kg
7679,66kg
7680,86kg
7681,75kg
7682,74kg
7683,71kg
7684,90kg
7685,86kg
7686,73kg
7687,67kg
7688,68kg
7689,72kg
7690,80kg
7691,88kg
7692,77kg
7693,75kg
7694,83kg
7695,82kg
7696,70kg
7697,68kg
7698,85kg
7699,65kg
7700,76kg
7701,76kg
7702,73kg
7703,92kg
7704,57kg
7705,78kg
7706,68kg
7707,76kg
7708,67kg
7709,78kg
7710,85kg
7711,83kg
7712,72kg
7713,68kg
7714,87kg
7715,65kg
7716,84kg
7717,78kg
7718,81kg
7719,70kg
7720,68kg
7721,75kg
7722,78kg
7723,70kg
7724,74kg
7725,73kg
7726,76kg
7727,70kg
7728,82kg
7729,71kg
7730,69kg
7731,74kg
7732,87kg
7733,80kg
7734,67kg
7735,60kg
7736,71kg
7737,74kg
7738,86kg
7739,75kg
7740,77kg
7741,77kg
7742,70kg
7743,77kg
7744,69kg
7745,69kg
7746,72kg
7747,75kg
7748,68kg
7749,80kg
7750,60kg
7751,66kg
7752,66kg
7753,77kg
7754,79kg
7755,66kg
7756,80kg
7757,86kg
7758,75kg
7759,72kg
7760,65kg
7761,76kg
7762,73kg
7763,72kg
7764,73kg
7765,82kg
7766,88kg
7767,89kg
7768,75kg
7769,78kg
7770,80kg
7771,73kg
7772,75kg
7773,79kg
7774,82kg
7775,63kg
7776,88kg
7777,75kg
7778,69kg
7779,66kg
7780,84kg
7781,88kg
7782,83kg
7783,78kg
7784,68kg
7785,80kg
7786,68kg
7787,69kg
7788,83kg
7789,75kg
7790,84kg
7791,63kg
7792,77kg
7793,84kg
7794,76kg
7795,66kg
7796,71kg
7797,70kg
7798,81kg
7799,66kg
7800,75kg
7801,79kg
7802,84kg
7803,84kg
7804,91kg
7805,64kg
7806,83kg
7807,66kg
7808,87kg
7809,75kg
7810,75kg
7811,66kg
7812,71kg
7813,70kg
7814,84kg
7815,86kg
7816,76kg
7817,74kg
7818,72kg
7819,88kg
7820,81kg
7821,74kg
7822,87kg
7823,75kg
7824,74kg
7825,78kg
7826,78kg
7827,74kg
7828,73kg
7829,73kg
7830,83kg
7831,72kg
7832,73kg
7833,80kg
7834,68kg
7835,73kg
7836,74kg
7837,68kg
7838,93kg
7839,72kg
7840,69kg
7841,90kg
7842,74kg
7843,71kg
7844,66kg
7845,75kg
7846,76kg
7847,75kg
7848,65kg
7849,70kg
7850,71kg
7851,73kg
7852,70kg
7853,75kg
7854,75kg
7855,86kg
7856,78kg
7857,69kg
7858,80kg
7859,91kg
7860,74kg
7861,79kg
7862,80kg
7863,75kg
7864,88kg
7865,85kg
7866,78kg
7867,80kg
7868,76kg
7869,90kg
7870,63kg
7871,74kg
7872,79kg
7873,79kg
7874,70kg
7875,80kg
7876,96kg
7877,75kg
7878,76kg
7879,83kg
7880,77kg
7881,75kg
7882,88kg
7883,87kg
7884,63kg
7885,71kg
7886,82kg
7887,67kg
7888,94kg
7889,78kg
7890,82kg
7891,72kg
7892,68kg
7893,73kg
7894,87kg
7895,75kg
7896,76kg
7897,84kg
7898,73kg
7899,71kg
7900,75kg
7901,81kg
7902,72kg
7903,73kg
7904,62kg
7905,62kg
7906,69kg
7907,70kg
7908,77kg
7909,70kg
7910,82kg
7911,90kg
7912,67kg
7913,68kg
7914,77kg
7915,62kg
7916,80kg
7917,74kg
7918,69kg
7919,73kg
7920,75kg
7921,84kg
7922,73kg
7923,67kg
7924,79kg
7925,78kg
7926,65kg
7927,67kg
7928,73kg
7929,69kg
7930,74kg
7931,91kg
7932,77kg
7933,61kg
7934,78kg
7935,80kg
7936,77kg
7937,77kg
7938,74kg
7939,75kg
7940,80kg
7941,78kg
7942,79kg
7943,90kg
7944,72kg
7945,68kg
7946,84kg
7947,80kg
7948,67kg
7949,80kg
7950,77kg
7951,65kg
7952,81kg
7953,78kg
7954,89kg
7955,76kg
7956,76kg
7957,75kg
7958,62kg
7959,84kg
7960,65kg
7961,75kg
7962,74kg
7963,76kg
7964,68kg
7965,75kg
7966,89kg
7967,70kg
7968,86kg
7969,69kg
7970,69kg
7971,78kg
7972,84kg
7973,79kg
7974,85kg
7975,81kg
7976,82kg
7977,75kg
7978,70kg
7979,83kg
7980,80kg
7981,74kg
7982,76kg
7983,79kg
7984,66kg
7985,66kg
7986,83kg
7987,80kg
7988,83kg
7989,77kg
7990,63kg
7991,81kg
7992,77kg
7993,64kg
7994,64kg
7995,79kg
7996,70kg
7997,72kg
7998,77kg
7999,73kg
8000,76kg
8001,67kg
8002,85kg
8003,80kg
8004,69kg
8005,70kg
8006,71kg
8007,71kg
8008,85kg
8009,89kg
8010,73kg
8011,78kg
8012,82kg
8013,78kg
8014,89kg
8015,80kg
8016,80kg
8017,71kg
8018,85kg
8019,79kg
8020,79kg
8021,72kg
8022,76kg
8023,68kg
8024,83kg
8025,74kg
8026,77kg
8027,80kg
8028,71kg
8029,70kg
8030,81kg
8031,68kg
8032,67kg
8033,60kg
8034,72kg
8035,77kg
8036,70kg
8037,80kg
8038,80kg
8039,81kg
8040,65kg
8041,83kg
8042,78kg
8043,83kg
8044,85kg
8045,78kg
8046,84kg
8047,78kg
8048,75kg
8049,78kg
8050,73kg
8051,76kg
8052,90kg
8053,87kg
8054,81kg
8055,71kg
8056,77kg
8057,79kg
8058,79kg
8059,73kg
8060,82kg
8061,72kg
8062,83kg
8063,83kg
8064,77kg
8065,73kg
8066,67kg
8067,74kg
8068,74kg
8069,68kg
8070,83kg
8071,73kg
8072,61kg
8073,59kg
8074,80kg
8075,73kg
8076,79kg
8077,79kg
8078,72kg
8079,80kg
8080,70kg
8081,65kg
8082,70kg
8083,78kg
8084,72kg
8085,80kg
8086,73kg
8087,71kg
8088,79kg
8089,81kg
8090,63kg
8091,68kg
8092,89kg
8093,82kg
8094,80kg
8095,71kg
8096,70kg
8097,68kg
8098,70kg
8099,72kg
8100,82kg
8101,81kg
8102,72kg
8103,77kg
8104,86kg
8105,76kg
8106,69kg
8107,73kg
8108,75kg
8109,75kg
8110,81kg
8111,78kg
8112,77kg
8113,72kg
8114,76kg
8115,78kg
8116,75kg
8117,77kg
8118,80kg
8119,67kg
8120,83kg
8121,70kg
8122,88kg
8123,74kg
8124,76kg
8125,74kg
8126,79kg
8127,92kg
8128,75kg
8129,83kg
8130,60kg
8131,69kg
8132,77kg
8133,80kg
8134,70kg
8135,67kg
8136,70kg
8137,67kg
8138,74kg
8139,73kg
8140,72kg
8141,78kg
8142,69kg
8143,84kg
8144,85kg
8145,75kg
8146,82kg
8147,74kg
8148,74kg
8149,75kg
8150,68kg
8151,88kg
8152,79kg
8153,78kg
8154,85kg
8155,76kg
8156,72kg
8157,70kg
8158,77kg
8159,87kg
8160,87kg
8161,69kg
8162,79kg
8163,80kg
8164,77kg
8165,72kg
8166,79kg
8167,74kg
8168,73kg
8169,89kg
8170,68kg
8171,76kg
8172,73kg
8173,88kg
8174,78kg
8175,87kg
8176,68kg
8177,69kg
8178,70kg
8179,72kg
8180,70kg
8181,72kg
8182,68kg
8183,79kg
8184,84kg
8185,76kg
8186,75kg
8187,75kg
8188,71kg
8189,73kg
8190,67kg
8191,73kg
8192,64kg
8193,75kg
8194,72kg
8195,91kg
8196,72kg
8197,76kg
8198,79kg
8199,62kg
8200,86kg
8201,71kg
8202,74kg
8203,77kg
8204,68kg
8205,80kg
8206,75kg
8207,60kg
8208,69kg
8209,74kg
8210,79kg
8211,79kg
8212,73kg
8213,87kg
8214,75kg
8215,89kg
8216,78kg
8217,85kg
8218,80kg
8219,82kg
8220,73kg
8221,83kg
8222,70kg
8223,81kg
8224,80kg
8225,69kg
8226,75kg
8227,70kg
8228,73kg
8229,75kg
8230,67kg
8231,91kg
8232,87kg
8233,75kg
8234,70kg
8235,72kg
8236,80kg
8237,70kg
8238,70kg
8239,70kg
8240,77kg
8241,75kg
8242,74kg
8243,74kg
8244,88kg
8245,70kg
8246,80kg
8247,70kg
8248,73kg
8249,88kg
8250,87kg
8251,74kg
8252,72kg
8253,75kg
8254,75kg
8255,80kg
8256,73kg
8257,69kg
8258,82kg
8259,73kg
8260,72kg
8261,74kg
8262,74kg
8263,83kg
8264,82kg
8265,71kg
8266,74kg
8267,76kg
8268,70kg
8269,77kg
8270,72kg
8271,67kg
8272,77kg
8273,92kg
8274,86kg
8275,74kg
8276,89kg
8277,86kg
8278,74kg
8279,73kg
8280,85kg
8281,76kg
8282,77kg
8283,76kg
8284,71kg
8285,73kg
8286,74kg
8287,95kg
8288,67kg
8289,87kg
8290,77kg
8291,83kg
8292,67kg
8293,83kg
8294,70kg
8295,86kg
8296,61kg
8297,81kg
8298,74kg
8299,72kg
8300,82kg
8301,70kg
8302,68kg
8303,77kg
8304,87kg
8305,77kg
8306,70kg
8307,73kg
8308,80kg
8309,83kg
8310,76kg
8311,83kg
8312,78kg
8313,78kg
8314,88kg
8315,78kg
8316,80kg
8317,69kg
8318,83kg
8319,75kg
8320,69kg
8321,77kg
8322,76kg
8323,76kg
8324,72kg
8325,60kg
8326,66kg
8327,72kg
8328,75kg
8329,65kg
8330,73kg
8331,75kg
8332,66kg
8333,76kg
8334,80kg
8335,70kg
8336,78kg
8337,67kg
8338,77kg
8339,78kg
8340,82kg
8341,84kg
8342,63kg
8343,71kg
8344,64kg
8345,68kg
8346,62kg
8347,85kg
8348,75kg
8349,79kg
8350,63kg
8351,74kg
8352,67kg
8353,81kg
8354,82kg
8355,75kg
8356,60kg
8357,80kg
8358,88kg
8359,81kg
8360,68kg
8361,88kg
8362,70kg
8363,68kg
8364,68kg
8365,71kg
8366,73kg
8367,79kg
8368,75kg
8369,67kg
8370,75kg
8371,70kg
8372,79kg
8373,73kg
8374,75kg
8375,86kg
8376,70kg
8377,68kg
8378,73kg
8379,71kg
8380,79kg
8381,75kg
8382,73kg
8383,80kg
8384,82kg
8385,77kg
8386,74kg
8387,74kg
8388,86kg
8389,80kg
8390,75kg
8391,59kg
8392,78kg
8393,79kg
8394,73kg
8395,76kg
8396,75kg
8397,75kg
8398,70kg
8399,77kg
8400,70kg
8401,78kg
8402,78kg
8403,65kg
8404,72kg
8405,67kg
8406,73kg
8407,84kg
8408,77kg
8409,81kg
8410,78kg
8411,85kg
8412,74kg
8413,77kg
8414,72kg
8415,72kg
8416,80kg
8417,75kg
8418,68kg
8419,69kg
8420,81kg
8421,66kg
8422,76kg
8423,85kg
8424,85kg
8425,75kg
8426,75kg
8427,69kg
8428,78kg
8429,76kg
8430,66kg
8431,75kg
8432,70kg
8433,75kg
8434,61kg
8435,72kg
8436,69kg
8437,72kg
8438,70kg
8439,74kg
8440,78kg
8441,78kg
8442,71kg
8443,77kg
8444,72kg
8445,73kg
8446,78kg
8447,72kg
8448,82kg
8449,73kg
8450,67kg
8451,83kg
8452,78kg
8453,82kg
8454,65kg
8455,74kg
8456,86kg
8457,79kg
8458,73kg
8459,72kg
8460,70kg
8461,69kg
8462,72kg
8463,59kg
8464,70kg
8465,82kg
8466,82kg
8467,76kg
8468,68kg
8469,76kg
8470,84kg
8471,68kg
8472,73kg
8473,74kg
8474,74kg
8475,66kg
8476,73kg
8477,80kg
8478,66kg
8479,70kg
8480,52kg
8481,78kg
8482,82kg
8483,73kg
8484,78kg
8485,72kg
8486,79kg
8487,70kg
8488,82kg
8489,70kg
8490,84kg
8491,70kg
8492,70kg
8493,78kg
8494,74kg
8495,72kg
8496,68kg
8497,72kg
8498,96kg
8499,80kg
8500,72kg
8501,73kg
8502,74kg
8503,82kg
8504,83kg
8505,76kg
8506,75kg
8507,96kg
8508,83kg
8509,78kg
8510,76kg
8511,84kg
8512,66kg
8513,70kg
8514,67kg
8515,75kg
8516,75kg
8517,75kg
8518,75kg
8519,98kg
8520,75kg
8521,68kg
8522,77kg
8523,76kg
8524,74kg
8525,62kg
8526,75kg
8527,76kg
8528,75kg
8529,68kg
8530,73kg
8531,86kg
8532,77kg
8533,79kg
8534,72kg
8535,72kg
8536,74kg
8537,70kg
8538,72kg
8539,77kg
8540,72kg
8541,75kg
8542,85kg
8543,60kg
8544,72kg
8545,78kg
8546,83kg
8547,76kg
8548,75kg
8549,73kg
8550,72kg
8551,73kg
8552,67kg
8553,76kg
8554,89kg
8555,70kg
8556,85kg
8557,70kg
8558,72kg
8559,80kg
8560,76kg
8561,80kg
8562,66kg
8563,79kg
8564,81kg
8565,72kg
8566,72kg
8567,78kg
8568,78kg
8569,71kg
8570,67kg
8571,70kg
8572,77kg
8573,71kg
8574,85kg
8575,76kg
8576,73kg
8577,76kg
8578,90kg
8579,79kg
8580,71kg
8581,64kg
8582,79kg
8583,70kg
8584,76kg
8585,74kg
8586,77kg
8587,81kg
8588,81kg
8589,77kg
8590,69kg
8591,67kg
8592,70kg
8593,73kg
8594,75kg
8595,67kg
8596,82kg
8597,67kg
8598,61kg
8599,78kg
8600,77kg
8601,69kg
8602,64kg
8603,79kg
8604,72kg
8605,69kg
8606,69kg
8607,72kg
8608,76kg
8609,71kg
8610,70kg
8611,76kg
8612,81kg
8613,82kg
8614,70kg
8615,76kg
8616,80kg
8617,73kg
8618,82kg
8619,82kg
8620,69kg
8621,78kg
8622,63kg
8623,76kg
8624,75kg
8625,66kg
8626,78kg
8627,91kg
8628,75kg
8629,67kg
8630,70kg
8631,83kg
8632,70kg
8633,74kg
8634,73kg
8635,75kg
8636,90kg
8637,70kg
8638,79kg
8639,75kg
8640,70kg
8641,84kg
8642,86kg
8643,73kg
8644,79kg
8645,82kg
8646,86kg
8647,86kg
8648,70kg
8649,70kg
8650,62kg
8651,70kg
8652,75kg
8653,70kg
8654,72kg
8655,88kg
8656,65kg
8657,75kg
8658,75kg
8659,66kg
8660,83kg
8661,79kg
8662,92kg
8663,85kg
8664,89kg
8665,84kg
8666,73kg
8667,77kg
8668,78kg
8669,71kg
8670,71kg
8671,82kg
8672,72kg
8673,77kg
8674,76kg
8675,79kg
8676,90kg
8677,83kg
8678,83kg
8679,67kg
8680,77kg
8681,71kg
8682,71kg
8683,78kg
8684,74kg
8685,79kg
8686,77kg
8687,93kg
8688,73kg
8689,65kg
8690,90kg
8691,65kg
8692,70kg
8693,85kg
8694,75kg
8695,68kg
8696,75kg
8697,78kg
8698,82kg
8699,70kg
8700,84kg
8701,84kg
8702,72kg
8703,75kg
8704,80kg
8705,67kg
8706,82kg
8707,71kg
8708,73kg
8709,87kg
8710,75kg
8711,64kg
8712,79kg
8713,81kg
8714,77kg
8715,69kg
8716,81kg
8717,83kg
8718,70kg
8719,74kg
8720,70kg
8721,70kg
8722,77kg
8723,82kg
8724,78kg
8725,78kg
8726,74kg
8727,83kg
8728,85kg
8729,74kg
8730,79kg
8731,80kg
8732,68kg
8733,90kg
8734,74kg
8735,74kg
8736,75kg
8737,80kg
8738,79kg
8739,75kg
8740,73kg
8741,73kg
8742,75kg
8743,78kg
8744,66kg
8745,88kg
8746,78kg
8747,77kg
8748,70kg
8749,88kg
8750,70kg
8751,79kg
8752,70kg
8753,74kg
8754,66kg
8755,69kg
8756,76kg
8757,75kg
8758,65kg
8759,73kg
8760,61kg
8761,73kg
8762,81kg
8763,78kg
8764,72kg
8765,72kg
8766,93kg
8767,72kg
8768,72kg
8769,80kg
8770,71kg
8771,73kg
8772,73kg
8773,70kg
8774,72kg
8775,75kg
8776,74kg
8777,73kg
8778,74kg
8779,76kg
8780,68kg
8781,72kg
8782,82kg
8783,80kg
8784,70kg
8785,79kg
8786,78kg
8787,62kg
8788,81kg
8789,68kg
8790,68kg
8791,73kg
8792,79kg
8793,85kg
8794,80kg
8795,77kg
8796,80kg
8797,77kg
8798,76kg
8799,68kg
8800,70kg
8801,85kg
8802,66kg
8803,73kg
8804,76kg
8805,80kg
8806,74kg
8807,80kg
8808,80kg
8809,66kg
8810,80kg
8811,82kg
8812,77kg
8813,70kg
8814,82kg
8815,74kg
8816,63kg
8817,79kg
8818,77kg
8819,73kg
8820,81kg
8821,77kg
8822,82kg
8823,82kg
8824,73kg
8825,79kg
8826,76kg
8827,75kg
8828,76kg
8829,83kg
8830,66kg
8831,79kg
8832,86kg
8833,63kg
8834,67kg
8835,73kg
8836,71kg
8837,79kg
8838,83kg
8839,84kg
8840,91kg
8841,77kg
8842,85kg
8843,77kg
8844,70kg
8845,75kg
8846,74kg
8847,70kg
8848,63kg
8849,75kg
8850,79kg
8851,80kg
8852,76kg
8853,77kg
8854,89kg
8855,65kg
8856,81kg
8857,70kg
8858,80kg
8859,77kg
8860,73kg
8861,82kg
8862,84kg
8863,69kg
8864,65kg
8865,72kg
8866,80kg
8867,90kg
8868,80kg
8869,72kg
8870,66kg
8871,70kg
8872,72kg
8873,74kg
8874,74kg
8875,75kg
8876,75kg
8877,80kg
8878,64kg
8879,72kg
8880,78kg
8881,75kg
8882,60kg
8883,74kg
8884,78kg
8885,64kg
8886,86kg
8887,62kg
8888,69kg
8889,80kg
8890,63kg
8891,78kg
8892,70kg
8893,79kg
8894,107kg
8895,81kg
8896,65kg
8897,70kg
8898,76kg
8899,78kg
8900,70kg
8901,70kg
8902,75kg
8903,80kg
8904,73kg
8905,72kg
8906,70kg
8907,73kg
8908,84kg
8909,75kg
8910,74kg
8911,72kg
8912,82kg
8913,81kg
8914,88kg
8915,79kg
8916,71kg
8917,80kg
8918,78kg
8919,70kg
8920,64kg
8921,78kg
8922,77kg
